DeckId;DeckName;DeckNameWithoutSpaces;NameCard;Version;Column1
15AX-M;Duelist Road -Piece of Memory- Side: Yugi Muto;Duelist-Road--Piece-of-Memory--Side:-Yugi-Muto;Dragon Master Knight (V.2 - Secret Rare);2;Secret Rare
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragon Mastery;0;
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Dragon Nails;0;
MRD;Metal Raiders;Metal-Raiders;Dragon Piper (V.2 - Common);2;Common
ABPF;Absolute Powerforce;Absolute-Powerforce;Dragon Queen of Tragic Endings;0;
AP07;Astral Pack Seven;Astral-Pack-Seven;Dragon Ravine;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragon Ravine;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragon Ravine;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragon Ravine;0;
SR02;Structure Deck: Rise of the True Dragons;Structure-Deck:-Rise-of-the-True-Dragons;Dragon Ravine;0;
LC06;Legendary Collection Kaiba;Legendary-Collection-Kaiba;Dragon Revival Rhapsody;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragon Revival Rhapsody;0;
SHSP;Shadow Specters;Shadow-Specters;Dragon Shield;0;
DPRP;Duelist Pack: Rivals of the Pharaoh;Duelist-Pack:-Rivals-of-the-Pharaoh;Dragon Shrine;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragon Shrine;0;
LDS2;Legendary Duelists: Season 2;Legendary-Duelists:-Season-2;Dragon Shrine;0;
LED3;Legendary Duelists: White Dragon Abyss;Legendary-Duelists:-White-Dragon-Abyss;Dragon Shrine;0;
OP06;OTS Tournament Pack 6;OTS-Tournament-Pack-6;Dragon Shrine;0;
SDBE;Structure Deck: Saga of Blue-Eyes White Dragon;Structure-Deck:-Saga-of-Blue-Eyes-White-Dragon;Dragon Shrine;0;
SDRR;Structure Deck: Rokket Revolt;Structure-Deck:-Rokket-Revolt;Dragon Shrine;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragon Spirit of White;0;
LDK2;Legendary Decks II;Legendary-Decks-II;Dragon Spirit of White;0;
LDS2;Legendary Duelists: Season 2;Legendary-Duelists:-Season-2;Dragon Spirit of White;0;
MP17;2017 Mega-Tin Mega Pack;2017-Mega-Tin-Mega-Pack;Dragon Spirit of White;0;
SHVI;Shining Victories;Shining-Victories;Dragon Spirit of White;0;
SDJ;Starter Deck: Joey;Starter-Deck:-Joey;Dragon Treasure;0;
SBLS;Speed Duel: Arena of Lost Souls;Speed-Duel:-Arena-of-Lost-Souls;Dragon Zombie;0;
BACH;Battle of Chaos;Battle-of-Chaos;Dragonbite;0;
RATE;Raging Tempest;Raging-Tempest;Dragoncaller Magician;0;
LTGY;Lord of the Tachyon Galaxy;Lord-of-the-Tachyon-Galaxy;Dragoncarnation;0;
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Dragonecro Nethersoul Dragon;0;
MAMA;Magnificent Mavens;Magnificent-Mavens;Dragonecro Nethersoul Dragon;0;
PGLD;Premium Gold;Premium-Gold;Dragonecro Nethersoul Dragon;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Dragoness the Wicked Knight;0;
MRL;Magic Ruler;Magic-Ruler;Dragoness the Wicked Knight (V.1 - Common);1;Common
SRL;Spell Ruler;Spell-Ruler;Dragoness the Wicked Knight (V.1 - Common);1;Common
CORE;Clash of Rebellions;Clash-of-Rebellions;Dragong;0;
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Dragonic Attack (V.1 - Common);1;Common
BLRR;Battles of Legend: Relentless Revenge;Battles-of-Legend:-Relentless-Revenge;Dragonic Diagram;0;
MACR;Maximum Crisis;Maximum-Crisis;Dragonic Diagram;0;
MP18;2018 Mega-Tin Mega Pack;2018-Mega-Tin-Mega-Pack;Dragonic Diagram;0;
ABPF;Absolute Powerforce;Absolute-Powerforce;Dragonic Guard;0;
CT07;Collector's Tins 2010;Collector's-Tins-2010;Dragonic Knight;0;
DABL;Darkwing Blast;Darkwing-Blast;Dragonic Pendulum;0;
LC02;Legendary Collection 2: The Duel Academy Years;Legendary-Collection-2:-The-Duel-Academy-Years;Dragonic Tactics;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragonic Tactics;0;
SDBE;Structure Deck: Saga of Blue-Eyes White Dragon;Structure-Deck:-Saga-of-Blue-Eyes-White-Dragon;Dragonic Tactics;0;
YSKR;Starter Deck: Kaiba Reloaded;Starter-Deck:-Kaiba-Reloaded;Dragonic Tactics;0;
DAMA;Dawn of Majesty;Dawn-of-Majesty;Dragonlark Pairen;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Dragonlark Pairen;0;
MAMA;Magnificent Mavens;Magnificent-Mavens;Dragonmaid Changeover;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Changeover;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Downtime;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Ernus;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Dragonmaid Hospitality;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Hospitality;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Lorpar;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Nudyarl;0;
CHIM;Chaos Impact;Chaos-Impact;Dragonmaid Send-Off;0;
IGAS;Ignition Assault;Ignition-Assault;Dragonmaid Send-Off;0;
ETCO;Eternity Code;Eternity-Code;Dragonmaid Sheou;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Dragonmaid Sheou;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Dragonmaid Tidying;0;
ROTD;Rise of the Duelist;Rise-of-the-Duelist;Dragonmaid Tidying;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Tinkhec;0;
MYFI;Mystic Fighters;Mystic-Fighters;Dragonmaid Welcome;0;
CIBR;Circuit Break;Circuit-Break;Dragonoid Generator;0;
MP18;2018 Mega-Tin Mega Pack;2018-Mega-Tin-Mega-Pack;Dragonoid Generator;0;
CT13;2016 Mega-Tins;2016-Mega-Tins;Dragonox, the Empowered Warrior;0;
PEVO;Pendulum Evolution;Pendulum-Evolution;Dragonpit Magician;0;
SDMP;Structure Deck: Master of Pendulum;Structure-Deck:-Master-of-Pendulum;Dragonpit Magician;0;
PEVO;Pendulum Evolution;Pendulum-Evolution;Dragonpulse Magician;0;
SDMP;Structure Deck: Master of Pendulum;Structure-Deck:-Master-of-Pendulum;Dragonpulse Magician;0;
BROL;Brothers of Legend;Brothers-of-Legend;Dragonroid;0;
BOSH;Breakers of Shadow;Breakers-of-Shadow;Dragon's Bind;0;
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Dragon's Fighting Spirit (V.1 - Ultra Rare);1;Ultra Rare
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Dragon's Fighting Spirit (V.2 - Gold Rare);2;Gold Rare
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Dragon's Fighting Spirit (V.3 - Secret Rare);3;Secret Rare
MYFI;Mystic Fighters;Mystic-Fighters;Dragon's Gunfire;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragon's Gunfire;0;
CRV;Cybernetic Revolution;Cybernetic-Revolution;Dragon's Mirror;0;
DPRP;Duelist Pack: Rivals of the Pharaoh;Duelist-Pack:-Rivals-of-the-Pharaoh;Dragon's Mirror;0;
MAGO;Maximum Gold;Maximum-Gold;Dragon's Mirror;0;
OP10;OTS Tournament Pack 10;OTS-Tournament-Pack-10;Dragon's Mirror;0;
PEVO;Pendulum Evolution;Pendulum-Evolution;Dragon's Mirror;0;
SD1;Structure Deck: Dragon's Roar;Structure-Deck:-Dragon's-Roar;Dragon's Rage;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragon's Rage;0;
SDDC;Structure Deck: Dragons Collide;Structure-Deck:-Dragons-Collide;Dragon's Rebirth;0;
SR02;Structure Deck: Rise of the True Dragons;Structure-Deck:-Rise-of-the-True-Dragons;Dragon's Rebirth;0;
SECE;Secrets of Eternity;Secrets-of-Eternity;Dragoons of Draconia (V.1 - Rare);1;Rare
SECE;Secrets of Eternity;Secrets-of-Eternity;Dragoons of Draconia (V.2 - Ultra Rare);2;Ultra Rare
WSUP;World Superstars;World-Superstars;Dragoroar;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragunity Aklys;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Angusticlavii;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Angusticlavii (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Arma Gram;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragunity Arma Leyvaten (V.1 - Ultra Rare);1;Ultra Rare
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragunity Arma Mystletainn;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Brandistock;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Brandistock (V.1 - Common);1;Common
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Corsesca;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Corsesca (V.1 - Common);1;Common
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Dragunity Couse;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Dragunity Couse;0;
HA03;Hidden Arsenal 3;Hidden-Arsenal-3;Dragunity Darkspear;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Darkspear (V.1 - Common);1;Common
SECE;Secrets of Eternity;Secrets-of-Eternity;Dragunity Divine Lance;0;
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Draft;0;
HA03;Hidden Arsenal 3;Hidden-Arsenal-3;Dragunity Dux;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Dux;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragunity Dux;0;
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Glow;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Guisarme;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Javelin (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Knight - Areadbhair;0;
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Dragunity Knight - Ascalon;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Knight - Barcha;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Knight - Barcha;0;
HA03;Hidden Arsenal 3;Hidden-Arsenal-3;Dragunity Knight - Gae Bulg;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Knight - Gae Bulg;0;
BLLR;Battles of Legend: Light's Revenge;Battles-of-Legend:-Light's-Revenge;Dragunity Knight - Gae Dearg;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Knight - Gae Dearg (V.1 - Common);1;Common
BLVO;Blazing Vortex;Blazing-Vortex;Dragunity Knight - Gormfaobhar;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Dragunity Knight - Gormfaobhar;0;
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Dragunity Knight - Luin;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Dragunity Knight - Romulus;0;
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Dragunity Knight - Romulus;0;
RIRA;Rising Rampage;Rising-Rampage;Dragunity Knight - Romulus;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Knight - Trident;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Knight - Trident (V.1 - Common);1;Common
SHVA;Shadows in Valhalla;Shadows-in-Valhalla;Dragunity Knight - Vajrayana;0;
WGRT;War of the Giants Reinforcements;War-of-the-Giants-Reinforcements;Dragunity Knight - Vajrayana;0;
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Legatus;0;
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Dragunity Legion;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Dragunity Legion;0;
HA03;Hidden Arsenal 3;Hidden-Arsenal-3;Dragunity Legionnaire;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragunity Legionnaire;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Legionnaire (V.1 - Common);1;Common
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Militum;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Militum (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Oubliette;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Partisan;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Partisan (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Phalanx;0;
HA03;Hidden Arsenal 3;Hidden-Arsenal-3;Dragunity Phalanx;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Phalanx;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Dragunity Phalanx;0;
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Pilum;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Pilum (V.1 - Common);1;Common
HA04;Hidden Arsenal 4;Hidden-Arsenal-4;Dragunity Primus Pilus;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragunity Primus Pilus;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Primus Pilus (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Remus;0;
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Dragunity Senatus;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Dragunity Senatus;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Dragunity Tribus;0;
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Dragunity Tribus (V.1 - Common);1;Common
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Dragunity Whirlwind;0;
AST;Ancient Sanctuary;Ancient-Sanctuary;Draining Shield;0;
DP1;Duelist Pack: Jaden Yuki;Duelist-Pack:-Jaden-Yuki;Draining Shield;0;
DR2;Dark Revelation 2;Dark-Revelation-2;Draining Shield;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Draining Shield;0;
SDRL;Structure Deck: Rise of the Dragon Lords;Structure-Deck:-Rise-of-the-Dragon-Lords;Draining Shield;0;
YS12;Starter Deck: Xyz Symphony;Starter-Deck:-Xyz-Symphony;Draining Shield;0;
YSDJ;Starter Deck: Jaden Yuki;Starter-Deck:-Jaden-Yuki;Draining Shield;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Draining Shield (V.1 - Common);1;Common
DR1;Dark Revelation 1;Dark-Revelation-1;Dramatic Rescue;0;
GLD3;Gold Series 3;Gold-Series-3;Dramatic Rescue;0;
DAMA;Dawn of Majesty;Dawn-of-Majesty;Dramaturge of Despia;0;
GFP2;Ghosts From the Past: The 2nd Haunting;Ghosts-From-the-Past:-The-2nd-Haunting;Dramaturge of Despia;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Dramaturge of Despia;0;
SR05;Structure Deck: Wave of Light;Structure-Deck:-Wave-of-Light;Drastic Drop Off;0;
PTDN;Phantom Darkness;Phantom-Darkness;Drastic Drop Off (V.1 - Ultra Rare);1;Ultra Rare
PTDN;Phantom Darkness;Phantom-Darkness;Drastic Drop Off (V.2 - Ultimate Rare);2;Ultimate Rare
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Draw Discharge;0;
RIRA;Rising Rampage;Rising-Rampage;Draw Discharge;0;
NECH;The New Challengers;The-New-Challengers;Draw Muscle;0;
DUPO;Duel Power;Duel-Power;Draw of Fate;0;
EGS1;Egyptian God Deck: Slifer the Sky Dragon;Egyptian-God-Deck:-Slifer-the-Sky-Dragon;Draw of Fate;0;
CT07;Collector's Tins 2010;Collector's-Tins-2010;Dreadscythe Harvester;0;
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Dream Cicada;0;
SDP;Starter Deck: Pegasus;Starter-Deck:-Pegasus;Dream Clown;0;
SGX2;Speed Duel GX: Midterm Paradox;Speed-Duel-GX:-Midterm-Paradox;Dream Clown;0;
MRD;Metal Raiders;Metal-Raiders;Dream Clown (V.1 - Common);1;Common
RIRA;Rising Rampage;Rising-Rampage;Dream Mirror Fantasy;0;
CHIM;Chaos Impact;Chaos-Impact;Dream Mirror Hypnagogia;0;
CHIM;Chaos Impact;Chaos-Impact;Dream Mirror of Chaos;0;
RIRA;Rising Rampage;Rising-Rampage;Dream Mirror of Joy;0;
RIRA;Rising Rampage;Rising-Rampage;Dream Mirror of Terror;0;
CHIM;Chaos Impact;Chaos-Impact;Dream Mirror Oneiromancy;0;
CHIM;Chaos Impact;Chaos-Impact;Dream Mirror Phantasms;0;
BLVO;Blazing Vortex;Blazing-Vortex;Dream Mirror Recap;0;
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Dream Shark;0;
CT14;2017 Mega-Tins;2017-Mega-Tins;Dreamland;0;
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Dreamsprite (V.1 - Common);1;Common
MACR;Maximum Crisis;Maximum-Crisis;Dreiath III, the True Dracocavalry General;0;
CORE;Clash of Rebellions;Clash-of-Rebellions;Dried Winds;0;
PSV;Pharaoh's Servant;Pharaoh's-Servant;Drill Bug (V.2 - Common);2;Common
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Drill Driver Vespenato;0;
ROTD;Rise of the Duelist;Rise-of-the-Duelist;Drill Driver Vespenato;0;
DP10;Duelist Pack: Yusei Fudo 3;Duelist-Pack:-Yusei-Fudo-3;Drill Synchron;0;
DPCT;Duelist Pack Collection Tin 2010;Duelist-Pack-Collection-Tin-2010;Drill Synchron;0;
DP10;Duelist Pack: Yusei Fudo 3;Duelist-Pack:-Yusei-Fudo-3;Drill Warrior;0;
DREV;Duelist Revolution;Duelist-Revolution;Drill Warrior;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Drill Warrior;0;
ABPF;Absolute Powerforce;Absolute-Powerforce;Drill Warrior (V.1 - Ultra Rare);1;Ultra Rare
ABPF;Absolute Powerforce;Absolute-Powerforce;Drill Warrior (V.2 - Ultimate Rare);2;Ultimate Rare
SS05;Speed Duel Starter Decks: Twisted Nightmares;Speed-Duel-Starter-Decks:-Twisted-Nightmares;Drillago;0;
IOC;Invasion of Chaos;Invasion-of-Chaos;Drillago (V.1 - Rare);1;Rare
CRV;Cybernetic Revolution;Cybernetic-Revolution;Drillroid;0;
YSDS;Starter Deck: Syrus;Starter-Deck:-Syrus;Drillroid;0;
SGX2;Speed Duel GX: Midterm Paradox;Speed-Duel-GX:-Midterm-Paradox;Drillroid (V.1 - Common);1;Common
SGX2;Speed Duel GX: Midterm Paradox;Speed-Duel-GX:-Midterm-Paradox;Drillroid (V.2 - Secret Rare);2;Secret Rare
ORCS;Order of Chaos;Order-of-Chaos;Driven Daredevil;0;
PSV;Pharaoh's Servant;Pharaoh's-Servant;Driving Snow (V.2 - Common);2;Common
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Droll & Lock Bird;0;
MAGO;Maximum Gold;Maximum-Gold;Droll & Lock Bird;0;
OP01;OTS Tournament Pack 1;OTS-Tournament-Pack-1;Droll & Lock Bird;0;
OP08;OTS Tournament Pack 8;OTS-Tournament-Pack-8;Droll & Lock Bird;0;
SR08;Structure Deck: Order of the Spellcasters;Structure-Deck:-Order-of-the-Spellcasters;Droll & Lock Bird;0;
STBL;Starstrike Blast;Starstrike-Blast;Droll & Lock Bird;0;
TAMA;Tactical Masters;Tactical-Masters;Droll & Lock Bird (V.1 - Rare);1;Rare
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;Droll & Lock Bird (V.1 - Super Rare);1;Super Rare
TAMA;Tactical Masters;Tactical-Masters;Droll & Lock Bird (V.2 - Collectors Rare);2;Collectors Rare
LOB;Legend of Blue Eyes White Dragon;Legend-of-Blue-Eyes-White-Dragon;Drooling Lizard (V.2 - Common);2;Common
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Drop Off;0;
LOD;Legacy of Darkness;Legacy-of-Darkness;Drop Off (V.1 - Super Rare);1;Super Rare
DASA;Dark Saviors;Dark-Saviors;Drowning Mirror Force;0;
EGO1;Egyptian God Deck: Obelisk the Tormentor;Egyptian-God-Deck:-Obelisk-the-Tormentor;Drowning Mirror Force;0;
LEDD;Legendary Dragon Decks;Legendary-Dragon-Decks;Drowning Mirror Force;0;
MAGO;Maximum Gold;Maximum-Gold;Drowning Mirror Force;0;
MP17;2017 Mega-Tin Mega Pack;2017-Mega-Tin-Mega-Pack;Drowning Mirror Force;0;
SHVI;Shining Victories;Shining-Victories;Drowning Mirror Force;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Alpha Thuban;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Asterism;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Beta Rastaban;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Drytron Beta Rastaban;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Delta Altais;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Drytron Delta Altais;0;
OP16;OTS Tournament Pack 16;OTS-Tournament-Pack-16;Drytron Delta Altais;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Eclipse;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Fafnir;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Gamma Eltanin;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Drytron Gamma Eltanin;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Meteonis Draconids (V.1 - Ultra Rare);1;Ultra Rare
GEIM;Genesis Impact;Genesis-Impact;Drytron Meteonis Draconids (V.2 - Collectors Rare);2;Collectors Rare
GEIM;Genesis Impact;Genesis-Impact;Drytron Meteonis Quadrantids (V.1 - Super Rare);1;Super Rare
GEIM;Genesis Impact;Genesis-Impact;Drytron Meteonis Quadrantids (V.2 - Collectors Rare);2;Collectors Rare
GEIM;Genesis Impact;Genesis-Impact;Drytron Meteor Shower;0;
LIOV;Lightning Overdrive;Lightning-Overdrive;Drytron Mu Beta Fafnir;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Drytron Mu Beta Fafnir;0;
GEIM;Genesis Impact;Genesis-Impact;Drytron Nova;0;
DBGI;Deck Build Pack: Genesis Impactors;Deck-Build-Pack:-Genesis-Impactors;Drytron Nova (V.1 - Common);1;Common
GEIM;Genesis Impact;Genesis-Impact;Drytron Zeta Aldhibah;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Drytron Zeta Aldhibah;0;
OP16;OTS Tournament Pack 16;OTS-Tournament-Pack-16;Drytron Zeta Aldhibah;0;
DANE;Dark Neostorm;Dark-Neostorm;D-Tactics;0;
DANE-JP;Dark Neostorm (OCG);Dark-Neostorm-(OCG);D-Tactics;0;
SD32;Structure Deck: Cyberse Link (OCG);Structure-Deck:-Cyberse-Link-(OCG);Dual Assembwurm;0;
SDCL;Structure Deck: Cyberse Link;Structure-Deck:-Cyberse-Link;Dual Assembwurm;0;
SP18;Star Pack VRAINS;Star-Pack-VRAINS;Dual Assembwurm (V.1 - Common);1;Common
SP18;Star Pack VRAINS;Star-Pack-VRAINS;Dual Assembwurm (V.2 - Starfoil Rare);2;Starfoil Rare
PHRA;Phantom Rage;Phantom-Rage;Dual Avatar - Empowered Kon-Gyo;0;
PHRA-JP;Phantom Rage (OCG);Phantom-Rage-(OCG);Dual Avatar - Empowered Kon-Gyo (V.1 - Ultra Rare);1;Ultra Rare
PHRA-JP;Phantom Rage (OCG);Phantom-Rage-(OCG);Dual Avatar - Empowered Kon-Gyo (V.2 - Secret Rare);2;Secret Rare
PHRA-JP;Phantom Rage (OCG);Phantom-Rage-(OCG);Dual Avatar - Empowered Kon-Gyo (V.3 - Ultimate Rare);3;Ultimate Rare
PHRA-JP;Phantom Rage (OCG);Phantom-Rage-(OCG);Dual Avatar - Empowered Kon-Gyo (V.4 - Starlight Rare);4;Starlight Rare
BLVO;Blazing Vortex;Blazing-Vortex;Dual Avatar - Empowered Mitsu-Jaku;0;
BLVO-JP;Blazing Vortex (OCG);Blazing-Vortex-(OCG);Dual Avatar - Empowered Mitsu-Jaku (V.1 - Super Rare);1;Super Rare
BLVO-JP;Blazing Vortex (OCG);Blazing-Vortex-(OCG);Dual Avatar - Empowered Mitsu-Jaku (V.2 - Secret Rare);2;Secret Rare
BLVO-JP;Blazing Vortex (OCG);Blazing-Vortex-(OCG);Dual Avatar - Empowered Mitsu-Jaku (V.3 - Starlight Rare);3;Starlight Rare
BLVO;Blazing Vortex;Blazing-Vortex;Dual Avatar Ascendance;0;
BLVO-JP;Blazing Vortex (OCG);Blazing-Vortex-(OCG);Dual Avatar Ascendance;0;
