Deck,Title,LowerPrice,DateTime
MRL,Eternal Rest (V.1 - Common),"0,02 €",2023-03-02
SBSC,Eternal Rest,"0,02 €",2023-03-02
15AX-Y,Eternal Soul (V.2 - Secret Rare),"0,10 €",2023-03-02
DDJ,Eternal Rest,"0,02 €",2023-03-02
SRL,Eternal Rest (V.3 - Common),"0,02 €",2023-03-02
MDM,Eternal Rest,"0,05 €",2023-03-02
EXFO,Euler's Circuit,"0,02 €",2023-03-02
EXFO-JP,Euler's Circuit,"0,10 €",2023-03-02
SDBT,Evenly Matched,"2,80 €",2023-03-02
PHHY,Evigishki Neremanas,"0,02 €",2023-03-02
PHHY,Evil Eyes Unleashed,"0,02 €",2023-03-02
BLCR,EvilTwin Lil-la,"0,10 €",2023-03-02
BLCR,EvilTwin Ki-sikil,"0,33 €",2023-03-02
MAMA,Evenly Matched,"4,50 €",2023-03-02
MP22,EvilTwin's Trouble Sunny,"0,02 €",2023-03-02
MGED,Evolzar Dolkka,"0,19 €",2023-03-02
BLLR,Evilswarm Exciton Knight,"6,40 €",2023-03-02
MGED,Evolzar Laggia,"0,08 €",2023-03-02
GFTP,Evenly Matched,"4,69 €",2023-03-02
GEIM,EvilTwin GG EZ,"0,02 €",2023-03-02
GEIM,EvilTwin Challenge,"0,02 €",2023-03-02
GEIM,EvilTwin Present,"0,02 €",2023-03-02
ORCS,Evolzar Solda (V.2 - Ultimate Rare),"7,79 €",2023-03-02
CHIM,Evil Eye of Gorgoneio,"0,02 €",2023-03-02
ETCO,Evil Eye Reemergence,"0,02 €",2023-03-02
MP20,Evil Eye Domain - Pareidolia,"0,02 €",2023-03-02
DUPO,Evenly Matched,"5,00 €",2023-03-02
INCH,Evil Eye of Selene,"0,19 €",2023-03-02
AMDE,Expurrely Happiness (V.1 - Super Rare),"0,02 €",2023-03-02
AMDE,Expurrely Noir (V.1 - Super Rare),"0,04 €",2023-03-02
MGED,Exodia the Forbidden One,"0,09 €",2023-03-02
GRCR,Exosister Stella,"0,02 €",2023-03-02
POTE,Exosister Returnia,"0,02 €",2023-03-02
AMDE,EXTINGUISH!,"0,02 €",2023-03-02
POTE,Exosister Martha (V.1 - Secret Rare),"3,80 €",2023-03-02
GRCR,Exosister Kaspitell,"0,02 €",2023-03-02
GRCR,Exosister Elis,"0,02 €",2023-03-02
MAMA,Exchange of the Spirit,"0,02 €",2023-03-02
GRCR,Exosister Irene,"0,02 €",2023-03-02
GRCR,Exosister Vadis,"0,02 €",2023-03-02
GRCR,Exosister Arment,"0,02 €",2023-03-02
GRCR,Exosister Asophiel,"0,02 €",2023-03-02
GRCR,Exosister Carpedivem,"0,02 €",2023-03-02
GRCR,Exosister Gibrine,"0,02 €",2023-03-02
GRCR,Exosister Pax (V.1 - Ultra Rare),"8,00 €",2023-03-02
GRCR,Exosister Mikailis (V.1 - Ultra Rare),"6,30 €",2023-03-02
DIFO,Exosisters Magnifica (V.1 - Ultra Rare),"1,20 €",2023-03-02
MAMA,Exchange of Despair and Hope,"0,02 €",2023-03-02
MP15,Eye of the Void,"0,10 €",2023-03-02
SECE,Eye of the Void,"0,07 €",2023-03-02
SECE-JP,Eye of the Void,"0,10 €",2023-03-02
PHHY,Fairyant the Circular Sorcerer,"0,02 €",2023-03-02
MP21,Fallen of Albaz,"0,50 €",2023-03-02
SDAZ,Fallen of Albaz,"0,02 €",2023-03-02
POTE,Favorite Contact,"0,10 €",2023-03-02
TAMA,Farewelcome Labrynth,"0,02 €",2023-03-02
GRCR,Fateful Adventure (V.1 - Ultra Rare),"1,00 €",2023-03-02
MGED,Familiar-Possessed - Lyna,"0,02 €",2023-03-02
OP19,Fallen of Albaz,"30,00 €",2023-03-02
GFP2,Fallen Sanctuary,"0,02 €",2023-03-02
ROTD,Fallen of Albaz,"18,00 €",2023-03-02
BROL,FA.I.ghting Spirit,"0,02 €",2023-03-02
LDS3,Favorite Hero,"0,02 €",2023-03-02
LART,Fake Hero,"0,18 €",2023-03-02
SDCH,Fairy Tail - Luna,"0,02 €",2023-03-02
OP19,Fairy Tail - Snow,"0,09 €",2023-03-02
KICO,Face Card Fusion,"0,02 €",2023-03-02
MAGO,Fantastical Dragon Phantazmay,"0,79 €",2023-03-02
LDS2,Fallen Angel of Roses,"0,02 €",2023-03-02
FLOD,F.A. Dawn Dragster,"0,03 €",2023-03-02
MP19,F.A. Dawn Dragster,"0,04 €",2023-03-02
DUOV,Ferocious Flame Swordsman,"0,02 €",2023-03-02
SDCB,Ferret Flames,"0,02 €",2023-03-02
BODE,Fengli the Soldrapom,"0,02 €",2023-03-02
SDSH,"Felis, Lightsworn Archer","0,02 €",2023-03-02
DUEA,Feast of the Wild LV5,"0,02 €",2023-03-02
SDSB,Fencing Fire Ferret,"0,02 €",2023-03-02
BLLR,"Felis, Lightsworn Archer","0,15 €",2023-03-02
LC05,Fenrir the Nordic Wolf,"0,05 €",2023-03-02
SDRL,Felgrand Dragon,"0,02 €",2023-03-02
DP1,Feather Wind,"0,02 €",2023-03-02
IGAS,"Feedran, the Winds of Mischief","0,02 €",2023-03-02
EEN,Feather Wind,"0,02 €",2023-03-02
MP21,"Feedran, the Winds of Mischief","0,02 €",2023-03-02
SD4,Fenrir,"0,02 €",2023-03-02
DCR,Fear from the Dark (V.1 - Rare),"0,03 €",2023-03-02
GLD5,Fear from the Dark,"0,02 €",2023-03-02
SDWS,Featherizer,"0,02 €",2023-03-02
YGLD,Feral Imp,"0,02 €",2023-03-02
DP1,Feather Shot,"0,02 €",2023-03-02
IOC,Fenrir (V.1 - Common),"0,02 €",2023-03-02
PHHY,Fierce Tiger Monghu,"0,02 €",2023-03-02
MGED,Fire Formation - Tenki,"0,10 €",2023-03-02
BLAR,Fire Flint Lady,"0,50 €",2023-03-02
BROL,Five Star Twilight,"0,02 €",2023-03-02
TAMA,Fiend Griefing,"0,02 €",2023-03-02
EGO1,Fist of Fate,"0,04 €",2023-03-02
GFP2,Fists of the Unrivaled Tenyi,"0,02 €",2023-03-02
DANE,"Filo, Messenger Fur Hire","0,03 €",2023-03-02
LED9,Fish Sonar,"9,00 €",2023-03-02
SDFC,Fiendish Chain,"0,02 €",2023-03-02
MIL1,Five-Headed Dragon,"0,10 €",2023-03-02
BLHR,Five-Headed Dragon,"1,99 €",2023-03-02
LDS3,Fire Ant Ascator,"0,02 €",2023-03-02
DUOV,Five-Headed Link Dragon,"0,72 €",2023-03-02
FIGA,Fire Formation - Tenki,"1,98 €",2023-03-02
THSF,Fire Formation - Tenki,"0,07 €",2023-03-02
MGED,Firewall Dragon (V.1 - Rare),"0,05 €",2023-03-02
SDBT,Fire Hand,"0,02 €",2023-03-02
BACH,Fire Opal Head,"0,02 €",2023-03-02
MGED,Firewall Dragon (V.3 - Rare),"0,02 €",2023-03-02
SDBT,Floodgate Trap Hole,"0,02 €",2023-03-02
MP22,Floowandereeze and the Magnificent Map,"0,05 €",2023-03-02
MP22,Floowandereeze & Empen,"0,02 €",2023-03-02
SGX1,Floodgate Trap Hole (V.2 - Secret Rare),"0,30 €",2023-03-02
MP22,Floowandereeze & Stri,"0,02 €",2023-03-02
MP22,Floowandereeze & Toccan,"0,02 €",2023-03-02
BACH,Floowandereeze and the Advent of Adventure,"13,79 €",2023-03-02
MP22,Floowandereeze & Robina,"0,02 €",2023-03-02
BODE,Floowandereeze & Robina,"0,02 €",2023-03-02
BODE,Floowandereeze & Eglen,"0,02 €",2023-03-02
MP22,Floowandereeze & Eglen,"0,02 €",2023-03-02
MP22,Floowandereeze & Snowl,"0,02 €",2023-03-02
BODE,Floowandereeze and the Scary Sea,"0,02 €",2023-03-02
BODE,Floowandereeze and the Unexplored Winds,"0,02 €",2023-03-02
MP22,Floowandereeze and the Unexplored Winds,"0,02 €",2023-03-02
BODE,Floowandereeze and the Dreaming Town,"0,02 €",2023-03-02
MP22,Floowandereeze and the Dreaming Town,"0,02 €",2023-03-02
BODE,Floowandereeze & Snowl (V.1 - Secret Rare),"0,50 €",2023-03-02
MP22,Floowandereeze and the Scary Sea,"0,02 €",2023-03-02
GFP2,Flint Cragger,"0,02 €",2023-03-02
PHHY,Focused Aquamirror,"0,02 €",2023-03-02
SDCB,Foolish Burial Goods,"0,02 €",2023-03-02
BROL,Fossil Dig,"0,02 €",2023-03-02
EGO1,Forbidden Lance,"0,02 €",2023-03-02
MP22,Forbidden Droplet,"15,00 €",2023-03-02
MGED,Fossil Dyna Pachycephalo,"0,02 €",2023-03-02
GFP2,Fossil Warrior Skull Knight,"0,02 €",2023-03-02
WGRT,Fog King,"0,05 €",2023-03-02
GFP2,Fossil Machine Skull Wagon,"0,02 €",2023-03-02
OP19,Forbidden Chalice,"0,20 €",2023-03-02
LEHD,Forbidden Lance,"0,02 €",2023-03-02
STOR,Forbidden Lance,"0,15 €",2023-03-02
MAMA,Foolish Return,"0,02 €",2023-03-02
MGED,Fossil Dig,"0,02 €",2023-03-02
YS17,Forbidden Lance,"0,02 €",2023-03-02
NKRT,Forbidden Lance,"0,25 €",2023-03-02
SDPD,Foolish Burial,"0,15 €",2023-03-02
PGLD,Forbidden Lance,"0,10 €",2023-03-02
EGO1,Forbidden Chalice,"0,02 €",2023-03-02
SDSH,Foolish Burial,"0,09 €",2023-03-02
BLCR,Frightfur Patchwork,"0,02 €",2023-03-02
DABL,Freki the Runick Fangs,"0,02 €",2023-03-02
MYFI,"Frodi, Generaider Boss of Swords","0,02 €",2023-03-02
ROTD,Frightfur Cruel Whale,"0,02 €",2023-03-02
LED9,Frostosaurus,"0,02 €",2023-03-02
ROTD,Frightfur Repair,"0,02 €",2023-03-02
DUPO,Frightfur Patchwork,"0,29 €",2023-03-02
STON,Frostosaurus (V.2 - Ultimate Rare),"5,90 €",2023-03-02
TOCH,Frightfur Sabre-Tooth,"0,02 €",2023-03-02
FUEN,Frightfur Fusion,"0,02 €",2023-03-02
ROTD,Frightfur Jar,"0,02 €",2023-03-02
FUEN,Frightfur Wolf,"0,02 €",2023-03-02
SDFC,Freezing Chains of the Ice Barrier,"0,02 €",2023-03-02
FUEN,Frightfur Kraken,"2,98 €",2023-03-02
FUEN,Frightfur Tiger,"0,49 €",2023-03-02
STON,Frostosaurus (V.1 - Rare),"0,02 €",2023-03-02
FUEN,Frightfur Sheep,"0,02 €",2023-03-02
SOFU,Frightfur Patchwork,"0,05 €",2023-03-02
LART,Frightfur Leo,"0,20 €",2023-03-02
PGL3,Frost Blast of the Monarchs,"0,03 €",2023-03-02
SDCS,Fusion Deployment,"0,02 €",2023-03-02
MP21,Fusion Deployment,"0,19 €",2023-03-02
BLCR,Fusion Destiny,"1,00 €",2023-03-02
SDCS,Future Fusion,"0,02 €",2023-03-02
SDAZ,Fusion Gate,"0,02 €",2023-03-02
SDAZ,Fusion Substitute,"0,02 €",2023-03-02
LCKC,Full Force Virus,"0,02 €",2023-03-02
MP20,Fusion Destiny,"1,49 €",2023-03-02
DANE,Fusion Destiny,"1,50 €",2023-03-02
LED9,Fury of Kairyu-Shin,"0,02 €",2023-03-02
ETCO,Fusion Deployment,"0,20 €",2023-03-02
SDAZ,Fusion Recycling Plant,"0,02 €",2023-03-02
LDS1,Fury of Kairyu-Shin,"0,03 €",2023-03-02
OP18,Fusion Destiny,"22,00 €",2023-03-02
LED9,Full Armored Black Ray Lancer,"0,02 €",2023-03-02
SGX1,Fusion Sage,"0,02 €",2023-03-02
SDCS,Fusion Tag,"0,02 €",2023-03-02
SR06,Full Force Virus,"0,02 €",2023-03-02
SGX1,Future Fusion,"0,02 €",2023-03-02
MP17,Full Force Virus,"0,05 €",2023-03-02
PHHY,Galactikuriboh,"0,02 €",2023-03-02
PHHY,Galaxy Summoner,"0,02 €",2023-03-02
PHHY,Galaxy Hundred,"0,02 €",2023-03-02
PHHY,Galaxy Photon Dragon,"1,30 €",2023-03-02
MAMA,Galaxy-Eyes Afterglow Dragon,"0,07 €",2023-03-02
GFP2,Galaxy Soldier,"0,75 €",2023-03-02
POTE,"Garura, Wings of Resonant Life","18,00 €",2023-03-02
OP21,Galaxy Expedition,"0,02 €",2023-03-02
BROL,"Gadarla, the Mystery Dust Kaiju","0,04 €",2023-03-02
SDBT,"Gadarla, the Mystery Dust Kaiju","0,02 €",2023-03-02
DUDE,"Gameciel, the Sea Turtle Kaiju","1,00 €",2023-03-02
GRCR,Gagaku-P.U.N.K. Wa Gon,"0,02 €",2023-03-02
LDS2,Galaxy Wizard,"0,02 €",2023-03-02
SGX2,Gate Guardian (V.2 - Secret Rare),"1,49 €",2023-03-02
MP20,Gallant Granite,"1,80 €",2023-03-02
SOFU,Galaxy-Eyes Solflare Dragon,"0,25 €",2023-03-02
GFTP,Galaxy-Eyes Cipher X Dragon,"1,00 €",2023-03-02
SOFU,Galaxy Brave,"0,02 €",2023-03-02
MAMA,"Gashadokuro, the Skeletal Mayakashi","0,02 €",2023-03-02
SOFU,Galaxy Trance,"0,02 €",2023-03-02
RGBT,G.B. Hunter,"0,02 €",2023-03-02
TAMA,Geri the Runick Fangs,"0,02 €",2023-03-02
SR13,"Genta, Gateman of Dark World","0,09 €",2023-03-02
GFP2,Geomathmech Final Sigma,"0,02 €",2023-03-02
GFP2,Generaider Boss Stage,"0,02 €",2023-03-02
MYFI,Generaider Boss Fight,"0,02 €",2023-03-02
MYFI,Generaider Boss Quest,"0,09 €",2023-03-02
MAGO,Gear Gigant X,"0,05 €",2023-03-02
OP13,Generaider Token,"0,20 €",2023-03-02
MP21,Geonator Transverser,"0,02 €",2023-03-02
GFTP,Geartown,"0,02 €",2023-03-02
MYFI,Generaider Boss Room,"0,02 €",2023-03-02
MP20,Get Out!,"0,05 €",2023-03-02
POTE,Gem-Knight Lady Rose Diamond,"0,02 €",2023-03-02
POTE,Gem-Knight Quartz,"0,02 €",2023-03-02
RIRA,Get Out!,"0,99 €",2023-03-02
LART,Gemini Elf,"0,15 €",2023-03-02
MYFI,Generaider Boss Bite,"0,02 €",2023-03-02
SOVR,Gemini Spark,"0,02 €",2023-03-02
MYFI,Generaider Boss Loot,"0,02 €",2023-03-02
MYFI,Geomathmech Magma,"0,19 €",2023-03-02
BLCR,G Golem Crystal Heart,"0,02 €",2023-03-02
BLCR,G Golem Invalid Dolmen,"0,02 €",2023-03-02
BLCR,G Golem Stubborn Menhir,"0,02 €",2023-03-02
BLCR,G Golem Dignified Trilithon,"0,02 €",2023-03-02
BLCR,G Golem Rock Hammer,"0,02 €",2023-03-02
BLCR,G Golem Pebble Dog,"0,02 €",2023-03-02
MAMA,G-Golem Token,"0,02 €",2023-03-02
AC02,G Golem Invalid Dolmen (V.2 - Collectors Rare),"8,00 €",2023-03-02
AC02,G Golem Crystal Heart (V.1 - Common),"0,09 €",2023-03-02
AC02,G Golem Crystal Heart (V.2 - Parallel Rare),"0,50 €",2023-03-02
AC02,G Golem Dignified Trilithon (V.2 - Collectors Rare),"8,90 €",2023-03-02
AC02,G Golem Dignified Trilithon (V.1 - Super Rare),"0,38 €",2023-03-02
AC02,G Golem Invalid Dolmen (V.1 - Ultra Rare),"0,30 €",2023-03-02
AC02,G Golem Pebble Dog (V.2 - Parallel Rare),"0,49 €",2023-03-02
AC02,G Golem Pebble Dog (V.1 - Common),"0,07 €",2023-03-02
AC02,G Golem Rock Hammer (V.1 - Common),"0,09 €",2023-03-02
AC02,G Golem Rock Hammer (V.2 - Parallel Rare),"0,70 €",2023-03-02
AC02,G Golem Stubborn Menhir (V.2 - Parallel Rare),"0,05 €",2023-03-02
AC02,G Golem Stubborn Menhir (V.1 - Common),"0,09 €",2023-03-02
MP22,Ghost Mourner & Moonlit Chill,"0,02 €",2023-03-02
SDCB,Ghost Belle & Haunted Mansion,"0,39 €",2023-03-02
MP22,Ghost Sister & Spooky Dogwood,"0,02 €",2023-03-02
MP22,Ghost Ogre & Snow Rabbit,"0,49 €",2023-03-02
MP22,Ghost Belle & Haunted Mansion,"0,75 €",2023-03-02
MP22,Ghost Reaper & Winter Cherries,"0,02 €",2023-03-02
SDAZ,Ghost Ogre & Snow Rabbit,"0,14 €",2023-03-02
MAMA,Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,"0,02 €",2023-03-02
DUDE,Ghost Sister & Spooky Dogwood,"0,05 €",2023-03-02
BACH,Ghostrick Shot,"0,02 €",2023-03-02
DABL,Ghoti Fury,"0,02 €",2023-03-02
GFP2,Ghostrick Dullahan,"0,02 €",2023-03-02
GFP2,Ghostrick Socuteboss,"0,02 €",2023-03-02
GFP2,Ghostrick Jiangshi,"0,02 €",2023-03-02
DUDE,Ghost Belle & Haunted Mansion,"0,45 €",2023-03-02
BACH,Ghostrick Festival,"0,02 €",2023-03-02
POTE,Ghoti Chain,"0,02 €",2023-03-02
GFP2,Ghostrick Mary,"0,02 €",2023-03-02
GFP2,Ghostrick Lantern,"0,02 €",2023-03-02
POTE,Ghoti of the Deep Beyond (V.1 - Secret Rare),"1,50 €",2023-03-02
PHHY,"Gigantic ""Champion"" Sargas","4,00 €",2023-03-02
PHHY,Gishki Grimness,"0,02 €",2023-03-02
PHHY,Giant Ballgame,"0,02 €",2023-03-02
PHHY,Gishki Nekromirror,"0,02 €",2023-03-02
NUMH,Gimmick Puppet Nightmare,"1,99 €",2023-03-02
POTE,Gigantic Spright,"1,50 €",2023-03-02
PHHY,Gigantic Thundercross,"0,02 €",2023-03-02
AMDE,"Gizmek Orochi, the Serpentron Sky Slasher (V.1 - Rare)","0,02 €",2023-03-02
THSF,Gishki Vision,"0,02 €",2023-03-02
THSF,Gishki Shadow,"0,02 €",2023-03-02
HA05,Gishki Abyss,"2,50 €",2023-03-02
MP21,"Girsu, the Orcust Mekk-Knight","0,18 €",2023-03-02
MGED,Giant Rex,"0,02 €",2023-03-02
AMDE,"Gizmek Naganaki, the Sunrise Signaler","0,02 €",2023-03-02
HA07,Gishki Photomirror,"0,02 €",2023-03-02
MP22,Giant Beetrooper Invincible Atlas,"0,02 €",2023-03-02
OP21,Gishki Aquamirror,"0,10 €",2023-03-02
LDS3,Giltia the D. Knight - Soul Spear,"0,30 €",2023-03-02
SOFU,Giant Ballpark,"0,02 €",2023-03-02
HA05,Gishki Aquamirror,"0,50 €",2023-03-02
GFP2,Glow-Up Bloom,"0,02 €",2023-03-02
BLAR,Glacial Beast Iceberg Narwhal,"0,10 €",2023-03-02
BLAR,Glacial Beast Polar Penguin,"0,10 €",2023-03-02
PTDN,Gladiator Beast Darius,"0,02 €",2023-03-02
TDGS,Gladiator Beast Equeste,"0,02 €",2023-03-02
PTDN,Gladiator Proving Ground,"0,02 €",2023-03-02
LEHD,"Gleipnir, the Fetters of Fenrir","0,02 €",2023-03-02
MP20,Gladiator Beast Domitianus,"0,02 €",2023-03-02
BLAR,Glacial Beast Blizzard Wolf,"0,05 €",2023-03-02
BLRR,Glife the Phantom Bird,"1,85 €",2023-03-02
TDGS,Gladiator Beast Heraklinos,"0,20 €",2023-03-02
EXFO,Glory of the Noble Knights,"0,02 €",2023-03-02
DAMA,Glacier Aqua Madoor,"0,02 €",2023-03-02
GLAS,Gladiator Beast Bestiari,"0,02 €",2023-03-02
SR07,Glow-Up Bloom,"0,09 €",2023-03-02
PHRA,Gluttonous Reptolphin Greethys,"0,02 €",2023-03-02
MP20,Gladiator Rejection,"0,02 €",2023-03-02
CRMS,Gladiator Beast Samnite,"0,02 €",2023-03-02
YGLD,Glory of the King's Hand,"0,05 €",2023-03-02
SDCL,Glow-Up Bulb,"0,02 €",2023-03-02
MP20,Gnomaterial,"0,19 €",2023-03-02
DANE,Gnomaterial,"2,09 €",2023-03-02
EP19,Gnomaterial,"0,30 €",2023-03-02
PHHY,Gold Pride - Captain Carrie (V.1 - Ultra Rare),"0,30 €",2023-03-02
PHHY,Gold Pride - Leon (V.1 - Secret Rare),"2,95 €",2023-03-02
PHHY,Gold Pride - Nytro Head,"0,02 €",2023-03-02
PHHY,Gold Pride - Star Leon,"0,10 €",2023-03-02
PHHY,Gold Pride - The Crowd Goes Wild!,"2,30 €",2023-03-02
PHHY,Gold Pride - Start Your Engines!,"0,02 €",2023-03-02
PHHY,Gold Pride - Nytro Blaster,"0,02 €",2023-03-02
MAMA,Gozen Match,"0,50 €",2023-03-02
GFP2,"Goldenhair, the Newest Plunder Patroll","0,02 €",2023-03-02
ETCO,"Goldenhair, the Newest Plunder Patroll","0,02 €",2023-03-02
GRCR,Gokipole,"0,02 €",2023-03-02
OP19,Gorz the Emissary of Darkness,"0,02 €",2023-03-02
SDAZ,Gold Sarcophagus,"0,02 €",2023-03-02
BLAR,Goyo Guardian,"0,02 €",2023-03-02
CHIM,"Gorgon, Empress of the Evil Eyed (V.1 - Super Rare)","0,02 €",2023-03-02
MGED,Gold Sarcophagus,"0,05 €",2023-03-02
SHVA,Golden Bamboo Sword,"0,05 €",2023-03-02
SDSB,Gozen Match,"0,49 €",2023-03-02
GFP2,Go! - D/D/D Divine Zero King Rage,"0,02 €",2023-03-02
HISU,Gozen Match,"0,50 €",2023-03-02
PHHY,Green Ninja,"0,02 €",2023-03-02
PHHY,Granguignol the Dusk Dragon (V.1 - Ultra Rare),"7,00 €",2023-03-02
PHHY,Gravekeeper's Inscription,"4,95 €",2023-03-02
SDBT,Gravedigger's Trap Hole,"0,02 €",2023-03-02
BLVO,Great Sand Sea - Gold Golgonda,"0,02 €",2023-03-02
OP20,Grave of the Super Ancient Organism,"0,02 €",2023-03-02
SR13,"Grapha, Dragon Overlord of Dark World","0,15 €",2023-03-02
MP22,Greater Polymerization,"0,02 €",2023-03-02
MP21,Gravedigger's Trap Hole,"0,80 €",2023-03-02
MAMA,Gravekeeper's Trap (V.1 - Ultra Rare),"0,05 €",2023-03-02
KICO,Gravekeeper's Spy,"0,02 €",2023-03-02
BLCR,Gravity Balance,"0,02 €",2023-03-02
SR13,"Grapha, Dragon Lord of Dark World","0,02 €",2023-03-02
SDP,Graceful Charity,"0,40 €",2023-03-02
SR06,Grinning Grave Virus,"0,02 €",2023-03-02
BROL,Grandpa Demetto,"0,02 €",2023-03-02
MP21,Gravity Controller,"0,02 €",2023-03-02
POTE,Grandtusk Dragon,"0,02 €",2023-03-02
GFP2,Great Mammoth of Goldfine,"0,02 €",2023-03-02
OP13,Gravity Collapse,"0,02 €",2023-03-02
POTE,Gunkan Suship Shari Red,"0,02 €",2023-03-02
BACH,Guardian Chimera,"27,00 €",2023-03-02
MP22,Gunkan Suship Shari,"0,02 €",2023-03-02
DABL,"Guoglim, Spear of the Ghoti","0,20 €",2023-03-02
LED7,Guardian Slime,"2,39 €",2023-03-02
MP22,Gunkan Suship Uni-class Super-Dreadnought,"0,02 €",2023-03-02
MP22,Gunkan Suship Shirauo,"0,02 €",2023-03-02
MP22,Gunkan Suship Ikura,"0,02 €",2023-03-02
MP22,Gunkan Suship Uni,"0,02 €",2023-03-02
MP22,Gunkan Sushipyard Seaside Supper Spot,"0,02 €",2023-03-02
MP22,Gunkan Suship Shirauo-class Carrier,"0,02 €",2023-03-02
MP22,Gunkan Suship Daily Special,"0,02 €",2023-03-02
MP22,Gunkan Suship Ikura-class Dreadnought,"0,02 €",2023-03-02
DAMA,Gunkan Suship Shari,"0,02 €",2023-03-02
MP20,Guardragon Pisty,"0,20 €",2023-03-02
DAMA,Gunkan Suship Ikura,"0,02 €",2023-03-02
SESL,Guardian of the Golden Land,"0,04 €",2023-03-02
DAMA,Gunkan Suship Ikura-class Dreadnought,"0,02 €",2023-03-02
BODE,Gunkan Suship Shirauo,"0,02 €",2023-03-02
BODE,Gunkan Suship Uni,"0,02 €",2023-03-02
NKRT,"Gwenhwyfar, Queen of Noble Arms","0,25 €",2023-03-02
LVAL,"Gwenhwyfar, Queen of Noble Arms","1,25 €",2023-03-02
EP14,"Gwenhwyfar, Queen of Noble Arms","3,00 €",2023-03-02
DCR,Gyaku-Gire Panda (V.1 - Common),"3,50 €",2023-03-02
DR1,Gyaku-Gire Panda,"3,50 €",2023-03-02
CRV,Gyroid,"0,02 €",2023-03-02
SDK,Gyakutenno Megami (V.1 - Common),"0,02 €",2023-03-02
YAP1,Gyakutenno Megami,"3,50 €",2023-03-02
SGX2,Gyroid,"0,02 €",2023-03-02
SDK,Gyakutenno Megami (V.2 - Common),"0,02 €",2023-03-02
BP03,Gyroid (V.2 - Shatterfoil),"0,05 €",2023-03-02
BP02,Gyroid (V.2 - Mosaic Rare),"0,02 €",2023-03-02
DCR,Gyaku-Gire Panda (V.2 - Common),"4,50 €",2023-03-02
DDK,Gyakutenno Megami (V.1 - Common),"0,02 €",2023-03-02
YSDS,Gyroid,"0,02 €",2023-03-02
BP03,Gyroid (V.1 - Common),"0,02 €",2023-03-02
DEM2,Gyroid,"0,02 €",2023-03-02
SGX1,Gyroid,"0,02 €",2023-03-02
MIK,Gyakutenno Megami,"0,02 €",2023-03-02
BP01,Gyroid (V.1 - Common),"0,02 €",2023-03-02
BP01,Gyroid (V.2 - Starfoil Rare),"0,04 €",2023-03-02
BP02,Gyroid (V.1 - Common),"0,02 €",2023-03-02
DIK,Gyakutenno Megami,"0,02 €",2023-03-02
SDBT,Harpie's Feather Duster,"0,40 €",2023-03-02
AMDE,Ha-Re the Sword Mikanko (V.1 - Super Rare),"0,05 €",2023-03-02
MAMA,Harpie's Feather Duster,"2,60 €",2023-03-02
LDS2,Harpie's Feather Storm,"2,90 €",2023-03-02
ETCO,"Harr, Generaider Boss of Storms","0,02 €",2023-03-02
MAMA,"Hajun, the Winged Mayakashi","0,02 €",2023-03-02
LDS3,Harpie's Pet Dragon - Fearsome Fire Blast,"1,45 €",2023-03-02
MP21,"Hamon, Lord of Striking Thunder","0,35 €",2023-03-02
EGS1,Harpie's Feather Duster,"1,90 €",2023-03-02
EGO1,Harpie's Feather Duster,"1,99 €",2023-03-02
LED6,Harmonizing Magician,"0,02 €",2023-03-02
DABL,Han-Shi Kyudo Spirit,"0,02 €",2023-03-02
DIFO,Haunted Zombies,"0,02 €",2023-03-02
DUSA,Harpie's Feather Storm,"4,00 €",2023-03-02
LDS2,Harpie Harpist,"0,10 €",2023-03-02
SDCB,"Hamon, Lord of Striking Thunder","0,02 €",2023-03-02
PEVO,Harmonizing Magician,"0,10 €",2023-03-02
SR06,Hand Destruction,"0,05 €",2023-03-02
LDS2,Harpie Perfumer,"4,00 €",2023-03-02
DUPO,Harpie Dancer,"0,02 €",2023-03-02
ROTD,Heavenly Dragon Circle,"0,02 €",2023-03-02
MP19,Herald of the Abyss,"0,02 €",2023-03-02
GFP2,Heavenly Dragon Circle,"0,20 €",2023-03-02
OP20,Herald of Orange Light,"0,17 €",2023-03-02
GFTP,Helshaddoll Hollow,"0,73 €",2023-03-02
AMDE,Heavenly Gate of the Mikanko,"1,19 €",2023-03-02
BLHR,Herald of the Arc Light,"1,80 €",2023-03-02
MAGO,Herald of the Arc Light,"1,50 €",2023-03-02
GFP2,"Hela, Generaider Boss of Doom","0,02 €",2023-03-02
BLCR,Heroic Call,"0,02 €",2023-03-02
SOFU,Herald of the Abyss,"0,02 €",2023-03-02
MP22,Heavenly Zephyr - Miradora,"0,02 €",2023-03-02
SR05,Herald of Green Light,"0,02 €",2023-03-02
DUOV,Herald of Mirage Lights,"0,02 €",2023-03-02
MP22,Heavy Beetrooper Mighty Neptune,"0,02 €",2023-03-02
JOTL,Herald of Pure Light,"1,50 €",2023-03-02
DUDE,Heavy Storm Duster,"0,02 €",2023-03-02
OP19,Heroic Champion - Excalibur,"0,02 €",2023-03-02
SESL,Hellebore the Rikka Fairy,"0,02 €",2023-03-02
DIFO,Heroic Champion - Claivesolish,"0,02 €",2023-03-02
LDS3,H - Heated Heart,"0,02 €",2023-03-02
RYMP,H - Heated Heart,"0,05 €",2023-03-02
SGX2,H - Heated Heart,"0,02 €",2023-03-02
SDHS,H - Heated Heart,"0,02 €",2023-03-02
